Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ocupación;Sexo;Periodo;Total
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;59 Trabajadores de los servicios de protección y seguridad;Hombres;2021;3.334
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;59 Trabajadores de los servicios de protección y seguridad;Mujeres;2022;590
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;59 Trabajadores de los servicios de protección y seguridad;Mujeres;2021;644
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;61 Trabajadores cualificados en actividades agrícolas;Total;2022;2.564
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;61 Trabajadores cualificados en actividades agrícolas;Total;2021;2.437
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;61 Trabajadores cualificados en actividades agrícolas;Hombres;2022;1.919
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;61 Trabajadores cualificados en actividades agrícolas;Hombres;2021;1.874
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;61 Trabajadores cualificados en actividades agrícolas;Mujeres;2022;645
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;61 Trabajadores cualificados en actividades agrícolas;Mujeres;2021;563
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares);Total;2022;1.803
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares);Total;2021;1.811
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares);Hombres;2022;1.312
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares);Hombres;2021;1.324
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares);Mujeres;2022;491
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares);Mujeres;2021;487
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;63 Trabajadores cualificados en actividades agropecuarias mixtas;Total;2022;286
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;63 Trabajadores cualificados en actividades agropecuarias mixtas;Total;2021;294
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;63 Trabajadores cualificados en actividades agropecuarias mixtas;Hombres;2022;199
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;63 Trabajadores cualificados en actividades agropecuarias mixtas;Hombres;2021;205
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;63 Trabajadores cualificados en actividades agropecuarias mixtas;Mujeres;2022;87
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;63 Trabajadores cualificados en actividades agropecuarias mixtas;Mujeres;2021;89
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas;Total;2022;191
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas;Total;2021;188
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas;Hombres;2022;169
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas;Hombres;2021;163
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas;Mujeres;2022;22
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas;Mujeres;2021;25
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;71 Trabajadores en obras estructurales de construcción y afines;Total;2022;6.527
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;71 Trabajadores en obras estructurales de construcción y afines;Total;2021;6.760
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;71 Trabajadores en obras estructurales de construcción y afines;Hombres;2022;6.161
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;71 Trabajadores en obras estructurales de construcción y afines;Hombres;2021;6.300
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;71 Trabajadores en obras estructurales de construcción y afines;Mujeres;2022;366
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;71 Trabajadores en obras estructurales de construcción y afines;Mujeres;2021;460
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines;Total;2022;3.271
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines;Total;2021;3.272
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines;Hombres;2022;3.075
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines;Hombres;2021;3.046
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines;Mujeres;2022;196
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines;Mujeres;2021;226
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines;Total;2022;7.585
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines;Total;2021;6.987
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines;Hombres;2022;6.845
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines;Hombres;2021;6.301
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines;Mujeres;2022;740
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines;Mujeres;2021;686
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;74 Mecánicos y ajustadores de maquinaria;Total;2022;5.327
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;74 Mecánicos y ajustadores de maquinaria;Total;2021;5.187
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;74 Mecánicos y ajustadores de maquinaria;Hombres;2022;4.957
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;74 Mecánicos y ajustadores de maquinaria;Hombres;2021;4.825
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;74 Mecánicos y ajustadores de maquinaria;Mujeres;2022;370
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;74 Mecánicos y ajustadores de maquinaria;Mujeres;2021;362
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;75 Trabajadores especializados en electricidad y electrotecnología;Total;2022;3.722
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;75 Trabajadores especializados en electricidad y electrotecnología;Total;2021;4.018
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;75 Trabajadores especializados en electricidad y electrotecnología;Hombres;2022;3.427
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;75 Trabajadores especializados en electricidad y electrotecnología;Hombres;2021;3.655
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;75 Trabajadores especializados en electricidad y electrotecnología;Mujeres;2022;295
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;75 Trabajadores especializados en electricidad y electrotecnología;Mujeres;2021;363
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas;Total;2022;932
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas;Total;2021;1.021
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas;Hombres;2022;747
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas;Hombres;2021;812
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas;Mujeres;2022;185
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas;Mujeres;2021;209
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Total;2022;5.218
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Total;2021;5.521
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Hombres;2022;2.937
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Hombres;2021;3.144
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Mujeres;2022;2.281
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Mujeres;2021;2.377
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Total;2022;1.315
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Total;2021;1.254
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Hombres;2022;964
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Hombres;2021;922
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Mujeres;2022;351
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Mujeres;2021;332
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;81 Operadores de instalaciones y maquinaria fijas;Total;2022;8.727
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;81 Operadores de instalaciones y maquinaria fijas;Total;2021;8.465
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;81 Operadores de instalaciones y maquinaria fijas;Hombres;2022;6.957
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;81 Operadores de instalaciones y maquinaria fijas;Hombres;2021;6.809
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;81 Operadores de instalaciones y maquinaria fijas;Mujeres;2022;1.770
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;81 Operadores de instalaciones y maquinaria fijas;Mujeres;2021;1.656
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;82 Montadores y ensambladores en fábricas;Total;2022;1.475
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;82 Montadores y ensambladores en fábricas;Total;2021;1.509
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;82 Montadores y ensambladores en fábricas;Hombres;2022;1.164
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;82 Montadores y ensambladores en fábricas;Hombres;2021;1.213
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;82 Montadores y ensambladores en fábricas;Mujeres;2022;311
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;82 Montadores y ensambladores en fábricas;Mujeres;2021;296
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Total;2022;2.303
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Total;2021;2.155
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Hombres;2022;2.123
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Hombres;2021;1.998
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Mujeres;2022;180
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Mujeres;2021;157
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;84 Conductores de vehículos para el transporte urbano o por carretera;Total;2022;9.333
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;84 Conductores de vehículos para el transporte urbano o por carretera;Total;2021;9.367
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;84 Conductores de vehículos para el transporte urbano o por carretera;Hombres;2022;8.569
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;84 Conductores de vehículos para el transporte urbano o por carretera;Hombres;2021;8.622
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;84 Conductores de vehículos para el transporte urbano o por carretera;Mujeres;2022;764
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;84 Conductores de vehículos para el transporte urbano o por carretera;Mujeres;2021;745
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;91 Empleados domésticos;Total;2022;5.831
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;91 Empleados domésticos;Total;2021;6.001
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;91 Empleados domésticos;Hombres;2022;177
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;91 Empleados domésticos;Hombres;2021;184
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;91 Empleados domésticos;Mujeres;2022;5.654
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;91 Empleados domésticos;Mujeres;2021;5.817
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;92 Otro personal de limpieza;Total;2022;9.555
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;92 Otro personal de limpieza;Total;2021;9.911
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;92 Otro personal de limpieza;Hombres;2022;2.010
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;92 Otro personal de limpieza;Hombres;2021;2.071
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;92 Otro personal de limpieza;Mujeres;2022;7.545
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;92 Otro personal de limpieza;Mujeres;2021;7.840
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;93 Ayudantes de preparación de alimentos;Total;2022;1.114
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;93 Ayudantes de preparación de alimentos;Total;2021;1.141
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;93 Ayudantes de preparación de alimentos;Hombres;2022;346
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;93 Ayudantes de preparación de alimentos;Hombres;2021;362
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;93 Ayudantes de preparación de alimentos;Mujeres;2022;768
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;93 Ayudantes de preparación de alimentos;Mujeres;2021;779
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Total;2022;2.968
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Total;2021;3.114
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Hombres;2022;1.946
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Hombres;2021;1.989
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Mujeres;2022;1.022
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Mujeres;2021;1.125
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;95 Peones agrarios, forestales y de la pesca;Total;2022;4.157
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;95 Peones agrarios, forestales y de la pesca;Total;2021;4.485
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;95 Peones agrarios, forestales y de la pesca;Hombres;2022;3.404
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;95 Peones agrarios, forestales y de la pesca;Hombres;2021;3.731
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;95 Peones agrarios, forestales y de la pesca;Mujeres;2022;753
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;95 Peones agrarios, forestales y de la pesca;Mujeres;2021;754
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;96 Peones de la construcción y de la minería;Total;2022;1.456
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;96 Peones de la construcción y de la minería;Total;2021;1.338
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;96 Peones de la construcción y de la minería;Hombres;2022;1.422
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;96 Peones de la construcción y de la minería;Hombres;2021;1.297
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;96 Peones de la construcción y de la minería;Mujeres;2022;34
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;96 Peones de la construcción y de la minería;Mujeres;2021;41
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;97 Peones de las industrias manufactureras;Total;2022;14.745
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;97 Peones de las industrias manufactureras;Total;2021;13.860
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;97 Peones de las industrias manufactureras;Hombres;2022;10.030
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;97 Peones de las industrias manufactureras;Hombres;2021;9.643
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;97 Peones de las industrias manufactureras;Mujeres;2022;4.715
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;97 Peones de las industrias manufactureras;Mujeres;2021;4.217
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;98 Peones del transporte, descargadores y reponedores;Total;2022;2.241
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;98 Peones del transporte, descargadores y reponedores;Total;2021;2.509
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;98 Peones del transporte, descargadores y reponedores;Hombres;2022;1.691
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;98 Peones del transporte, descargadores y reponedores;Hombres;2021;1.943
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;98 Peones del transporte, descargadores y reponedores;Mujeres;2022;550
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;98 Peones del transporte, descargadores y reponedores;Mujeres;2021;566
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;No consta;Total;2022;14.981
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;No consta;Total;2021;9.177
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;No consta;Hombres;2022;9.131
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;No consta;Hombres;2021;5.705
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;No consta;Mujeres;2022;5.850
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;No consta;Mujeres;2021;3.472
Total Nacional;16 País Vasco;;Total;Total;2022;927.710
Total Nacional;16 País Vasco;;Total;Total;2021;905.898
Total Nacional;16 País Vasco;;Total;Hombres;2022;480.288
Total Nacional;16 País Vasco;;Total;Hombres;2021;468.170
Total Nacional;16 País Vasco;;Total;Mujeres;2022;447.422
Total Nacional;16 País Vasco;;Total;Mujeres;2021;437.728
Total Nacional;16 País Vasco;;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Total;2022;2.516
Total Nacional;16 País Vasco;;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Total;2021;2.800
Total Nacional;16 País Vasco;;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Hombres;2022;1.888
Total Nacional;16 País Vasco;;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Hombres;2021;2.080
Total Nacional;16 País Vasco;;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Mujeres;2022;628
Total Nacional;16 País Vasco;;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Mujeres;2021;720
Total Nacional;16 País Vasco;;12 Directores de departamentos administrativos y comerciales;Total;2022;14.488
Total Nacional;16 País Vasco;;12 Directores de departamentos administrativos y comerciales;Total;2021;14.166
Total Nacional;16 País Vasco;;12 Directores de departamentos administrativos y comerciales;Hombres;2022;9.251
Total Nacional;16 País Vasco;;12 Directores de departamentos administrativos y comerciales;Hombres;2021;9.170
Total Nacional;16 País Vasco;;12 Directores de departamentos administrativos y comerciales;Mujeres;2022;5.237
Total Nacional;16 País Vasco;;12 Directores de departamentos administrativos y comerciales;Mujeres;2021;4.996
Total Nacional;16 País Vasco;;13 Directores de producción y operaciones;Total;2022;10.011
Total Nacional;16 País Vasco;;13 Directores de producción y operaciones;Total;2021;10.327
Total Nacional;16 País Vasco;;13 Directores de producción y operaciones;Hombres;2022;7.618
Total Nacional;16 País Vasco;;13 Directores de producción y operaciones;Hombres;2021;7.765
Total Nacional;16 País Vasco;;13 Directores de producción y operaciones;Mujeres;2022;2.393
Total Nacional;16 País Vasco;;13 Directores de producción y operaciones;Mujeres;2021;2.562
Total Nacional;16 País Vasco;;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Total;2022;5.742
Total Nacional;16 País Vasco;;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Total;2021;5.936
Total Nacional;16 País Vasco;;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Hombres;2022;3.632
Total Nacional;16 País Vasco;;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Hombres;2021;3.791
Total Nacional;16 País Vasco;;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Mujeres;2022;2.110
Total Nacional;16 País Vasco;;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Mujeres;2021;2.145
Total Nacional;16 País Vasco;;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Total;2022;4.850
Total Nacional;16 País Vasco;;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Total;2021;5.033
Total Nacional;16 País Vasco;;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Hombres;2022;2.835
Total Nacional;16 País Vasco;;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Hombres;2021;2.894
Total Nacional;16 País Vasco;;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Mujeres;2022;2.015
Total Nacional;16 País Vasco;;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Mujeres;2021;2.139
Total Nacional;16 País Vasco;;21 Profesionales de la salud;Total;2022;40.075
Total Nacional;16 País Vasco;;21 Profesionales de la salud;Total;2021;38.462
Total Nacional;16 País Vasco;;21 Profesionales de la salud;Hombres;2022;9.146
Total Nacional;16 País Vasco;;21 Profesionales de la salud;Hombres;2021;8.727
Total Nacional;16 País Vasco;;21 Profesionales de la salud;Mujeres;2022;30.929
Total Nacional;16 País Vasco;;21 Profesionales de la salud;Mujeres;2021;29.735
Total Nacional;16 País Vasco;;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Total;2022;54.452
Total Nacional;16 País Vasco;;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Total;2021;47.578
Total Nacional;16 País Vasco;;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Hombres;2022;16.627
Total Nacional;16 País Vasco;;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Hombres;2021;14.236
Total Nacional;16 País Vasco;;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Mujeres;2022;37.825
Total Nacional;16 País Vasco;;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Mujeres;2021;33.342
Total Nacional;16 País Vasco;;23 Otros profesionales de la enseñanza;Total;2022;16.521
Total Nacional;16 País Vasco;;23 Otros profesionales de la enseñanza;Total;2021;16.277
Total Nacional;16 País Vasco;;23 Otros profesionales de la enseñanza;Hombres;2022;5.072
Total Nacional;16 País Vasco;;23 Otros profesionales de la enseñanza;Hombres;2021;5.000
Total Nacional;16 País Vasco;;23 Otros profesionales de la enseñanza;Mujeres;2022;11.449
Total Nacional;16 País Vasco;;23 Otros profesionales de la enseñanza;Mujeres;2021;11.277
Total Nacional;16 País Vasco;;24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías;Total;2022;30.657
Total Nacional;16 País Vasco;;24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías;Total;2021;30.859
Total Nacional;16 País Vasco;;24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías;Hombres;2022;21.238
Total Nacional;16 País Vasco;;24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías;Hombres;2021;21.232
Total Nacional;16 País Vasco;;24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías;Mujeres;2022;9.419
Total Nacional;16 País Vasco;;24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías;Mujeres;2021;9.627
Total Nacional;16 País Vasco;;25 Profesionales en derecho;Total;2022;8.828
Total Nacional;16 País Vasco;;25 Profesionales en derecho;Total;2021;8.730
Total Nacional;16 País Vasco;;25 Profesionales en derecho;Hombres;2022;3.897
Total Nacional;16 País Vasco;;25 Profesionales en derecho;Hombres;2021;3.875
Total Nacional;16 País Vasco;;25 Profesionales en derecho;Mujeres;2022;4.931
Total Nacional;16 País Vasco;;25 Profesionales en derecho;Mujeres;2021;4.855
Total Nacional;16 País Vasco;;26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización;Total;2022;17.438
